date,rating,review
20-May-22,5,extremely good but too bad they need to challenge Thanos twice before the avengers can win
15-May-22,5,This movie could not be more perfect.
14-May-22,5,Mastery. Thank you for such a well thought through story.
14-May-22,5,Amazing. I was able to watch it fully without being bored!
14-May-22,5,The best movie ever that I've ever watch. Must see!!!
14-May-22,4,"Enjoyed the ride. Excellent! Well, when it stuck to the classics and the road that brought them here..."
13-May-22,5,"amazing, amazing, amazing"
13-May-22,5,Amazing! Loves every minute of it!!!
12-May-22,5,I really enjoyed this movie. One of the epic movies of its time.
12-May-22,5,best ever movie of all time
12-May-22,5,Top 10 Best Movie All-Time!
09-May-22,5,"One of my top 3 all time movies ever made. Truly awesome, especially if you have watched all the Mar..."
09-May-22,5,Great movie…. I feel infinity war was better but loved this movie a lot
09-May-22,0.5,"Legalzinho o filme, porem não é grande coisa"
09-May-22,5,"spectacular science fiction movie, from start to finish with a lot of suspense in its scenes, it exc..."
08-May-22,5,Sensacional Incrivelmente incrivel Top das Galaxias
08-May-22,5,"I have never seen such a craze for a movie, I'm glad I have witnessed this monstrosity!"
08-May-22,5,"I just love this movie, one of the best in the entire MCU."
08-May-22,5,A fantastic culmination of the Infinity Saga
07-May-22,5,"muito bom, homem de ferro se sacrificando para salvar o universo, enfim filme perfeito"
07-May-22,5,It's one of the best movies of all time.
06-May-22,5,"Greatest superhero movie ever, I'm so glad how avengers end."
30-Apr-22,3.5,Too many Aliens but pretty good after all.
29-Apr-22,4.5,"This movie lives up to the hype, however, there were some plot choices that I don't agree with at al..."
28-Apr-22,5,"So good, but Peter is still goofy"
26-Apr-22,5,This film is impossible to rate alongside other movies. It is the culmination of over a decade of wo...
26-Apr-22,4.5,so close to being top tier but hulk got ruined in this movie
26-Apr-22,3.5,"The movie was good, but not great. I guess I was expecting more action."
24-Apr-22,3.5,"First 2 hours is pretty boring, the final 1 hour is pure fan service tought and I love it."
24-Apr-22,3.5,"Decent film, lacked a good story compared to Infinity War and felt forced at times especially when T..."
24-Apr-22,4.5,Avengers: Endgame is probably one of the best Marvel movies I have ever seen. When I watched this mo...
23-Apr-22,4,"Maybe not a great film, but as many Marvel movies, an awesome and entreteined experience."
23-Apr-22,5,The perfect final for the infinity saga.
23-Apr-22,5,No need to expand on the words about this movie.
23-Apr-22,5,The film is amazing. The Marvel Cinematic Universe has created a cinematic event in which all the ch...
22-Apr-22,5,Blow my mind. So many references to the other movies!
22-Apr-22,4,l was Lately When it Came out and l'm Sadden how Two Main Character and was Passed Away and l'm was ...
22-Apr-22,4,"Riddled with obvious, Grand Canyon sized time travel plot holes and inconsistencies. But this was a ..."
20-Apr-22,5,This is easily my favorite mcu movie
19-Apr-22,5,What else can I say? It's a prefect conclusion to the Infinity Saga.
18-Apr-22,5,The best Avengers Movie!
17-Apr-22,1.5,doesn't make any sense
15-Apr-22,4,Yes it was epic and it remains a milestone in cinematic history - but it also didn't work quite as w...
14-Apr-22,5,I watched it again and I still think it's the best superhero movie of all time together with Spider-...
14-Apr-22,5,"Just a great, and amazing film. Show multiple sides to characters. Has some humor. Balances three st..."
13-Apr-22,4,"a conclusion to over a decades worth of storytelling, it's got a lot to live up to, and it's about a..."
12-Apr-22,5,Definition of peak and big W.
11-Apr-22,5,This is how big-budget superhero movie's should be made. I love how hard the team worked on this fil...
10-Apr-22,4.5,"How to finish a FANTASTIC saga. Even if it's a bit boring all the time, nobody forgets the final bat..."
10-Apr-22,5,"Avengers: Endgame is an amazing action packed Finale to the Infinity Saga, and is definitely one of ..."
10-Apr-22,4.5,"A nearly flawless superhero movie, End Game is where my hopes for the franchise are fulfilled. It st..."
08-Apr-22,5,"The movies to end the movies. Following 23 movies before it, it is the largest build-up of movie his..."
07-Apr-22,1.5,low-key it was kinda mid
07-Apr-22,4,The finale to the infinity saga that we needed. 21 movies of build-up led to this. The first half of...
05-Apr-22,3.5,"Didn't like the concept of travelling back in time, so never truly gripped. Series ends on a bit of ..."
05-Apr-22,5,This film is one of the best superhero movie that I've ever watched. It show you what define a great...
04-Apr-22,5,Absolute must see. Great closing to an great saga.
04-Apr-22,5,a glorious film to conclude a glorious saga.
03-Apr-22,5,"Poderia ter uma duração menor, mas tem uma historia muito boa e bem contada com lutas incriveis e ef..."
03-Apr-22,5,"Obsessed, the more I watch this, the more I love it."
03-Apr-22,0.5,Overrated and disappointing.
02-Apr-22,5,It may be Long but Avengers Endgame sends off the cast in satisfying style even though many plot twi...
01-Apr-22,5,"Ação, aventura, emoção, referencias, filme perfeito"
01-Apr-22,5,"Epic and emotional, perfect sendoff for Phase 3."
01-Apr-22,5,"La mejor película de marvel, de todos los tiempos. Cerró la saga, justo como debía de cerrarlo. Reco..."
31-Mar-22,5,"this movie was amazing! Marvel's greatest film, and one of the greatest in all of cinema. makes up f..."
30-Mar-22,2,Just violence in this movie
27-Mar-22,4.5,"Directed by the brothers Anthony and Joe Russo; ""Avengers: Endgame"" went out in 2019, being the penu..."
27-Mar-22,5,Best Marvel movie ever!!!!!!!!
27-Mar-22,5,Best movie i have ever seen
26-Mar-22,2.5,"it is mid, very overrated"
21-Mar-22,4,"Although the ending is predictable, it is still fun and intense to watch. This movie presents the go..."
19-Mar-22,5,Fantastic movie 15/10
19-Mar-22,3.5,i really really love the 3rd act when everybody just runs to fight the bad guys avengers assemble it...
18-Mar-22,4.5,Really enjoyed this movie.
18-Mar-22,4.5,WHAT. A. MASTERPIECE. This film is only bested by Black Panther in terms of MCU films. The cast are ...
17-Mar-22,4.5,The movie is amazing and is an epic conclusion to the movies released over the span of 11 years by M...
15-Mar-22,5,Seeing this Avengers finale in theaters was one of the most incredible experiences I have ever had. ...
15-Mar-22,5,"Being the biggest MCU movie yet, this movie provides a satisfying and well-executed ending to Marvel..."
14-Mar-22,5,The most perfect end point for the biggest universe of cinema Screen
14-Mar-22,4.5,"I am a late arrival to the Avengers scene, but I was able to observe all the hype directed towards t..."
13-Mar-22,5,"This movie is the turning point of the Avengers story, and as sad as I am at the end of the movie, t..."
09-Mar-22,3.5,"Very good movie, but super overrated"
07-Mar-22,2,"The film borrows the premise from other time travel films, mentions that they are doing it to break ..."
07-Mar-22,4.5,"Epic conclusion to an epic franchise. This movie is great, has some flaws but still amazing."
07-Mar-22,5,"Avengers: Endgame is an American superhero film. Based on Marvel Comics' The Avengers, produced by M..."
05-Mar-22,5,Perfect. A great way to end the first 10 years.
04-Mar-22,5,This film was absolutely fantastic and was a great way to close the Infinity Saga. There were epic m...
04-Mar-22,4.5,What can I say that has not been said about this movie. Watch it. You will not be disappointed.
04-Mar-22,5,"Probably the best Avengers movie, it's emotional and really satisfying to watch the conclusion of th..."
03-Mar-22,4.5,A- ~ Very satisfying conclusion to this incredible saga. I didn't like how they turned Thor and the ...
03-Mar-22,5,Rarely do I call a movie a masterpiece but Endgame deserves it. The ability to combine multiple univ...
02-Mar-22,4.5,"I've seen this movie more than twenty times? Yes. This movie is epic, eleven years of a amazing univ..."
28-Feb-22,4.5,"This movie is a really good movie for me, but it might have been a little confusing on the intro for..."
27-Feb-22,4,This movie has awesome action but don't like fat thor
26-Feb-22,4.5,one of my favorites of the franchise.
25-Feb-22,5,"they did indeed, assemble."
24-Feb-22,5,very excellent and when all of the hero into the portal looks so badass take that thanos.
23-Feb-22,4.5,A great ending for maybe the best Multiverse of Marvel History.
23-Feb-22,4.5,This is another legendary movie of all time Disney & Marvel. Give a eternal movie to watch to us. Th...
23-Feb-22,4,Time traveling through the older movies is lots of fun.
22-Feb-22,5,"The end of a saga much loved by cinema, brilliant from beginning to end, beautiful, an admirable wor..."
21-Feb-22,4.5,Avengers End Game is a wonderful finale of the infinity saga. Kinda bummed with the time travel to s...
19-Feb-22,4.5,Epic finale and the perfect conclusion to The Infinity Saga.
17-Feb-22,0.5,Not want to see this movie.
15-Feb-22,4,"Disney's Marvel's Avengers: Endgame manages to wrap up the series in a satisfying way, unlike anothe..."
12-Feb-22,5,Paul Rudd was in this movie.
09-Feb-22,5,Fantastic does not to begin to describe this movie. I have been watching all of the Marvel movies in...
08-Feb-22,5,"A somewhat predictable plot, however, that is overshadowed by the amazing payoff in the third act. Y..."
07-Feb-22,5,An emotional roller-coaster full of excitement and tears.
06-Feb-22,3.5,"Loved Infinity War and I was eagerly looking forward to this one. But ... time travel??? OK, it was ..."
02-Feb-22,3.5,endgame is good but recentely i like more the actual movies of marvel
02-Feb-22,5,such an awesome and satisfying conclusion to the infinity sega. 5/5 stars for sure.
31-Jan-22,5,"The basis of the Deus Ex Machina that moves the plot along aside, this is a phenomenal way to climax..."
31-Jan-22,4.5,"it was really good and did amazing at humanizing the characters, but the ending just wasn't gratifyi..."
30-Jan-22,5,i love Marvel for that ! Thanks you kevin F.!!!
29-Jan-22,5,"good movie, I loved it the best part is when all those disappeared by thanos reappear"
28-Jan-22,5,JUST SEE IT!!IT IS AMAZING!!!!
26-Jan-22,4.5,"Like Infinity war, Endgame is an MCU masterpiece. Everything and everyone goes together so well, and..."
25-Jan-22,3.5,"A lot of things went well in this movie. There were just a few to many plot holes for me, but that's..."
25-Jan-22,5,Absolutly amazing! Very emotional. Very funny. Does not disapoint
24-Jan-22,3.5,"I feel like this movie is highly overrated. People usually say things like ""Oh, the ending's so good..."
22-Jan-22,5,This movie was INSANELY AWESOME. It was so cool how they took literally everything from about 22 mov...
20-Jan-22,5,Best Avengers film of all time! Absolute must see!
18-Jan-22,5,WOW. Great great great movie
17-Jan-22,5,"Avengers: Endgame was a great way to end this ambitious movie project, which spanned 10 years with 2..."
16-Jan-22,4.5,"This movie felt as an emotional rollercoaster, since it put an end to so many different stories that..."
16-Jan-22,5,Iconic movie. Must see definitely.
16-Jan-22,3.5,"Avengers Endgame is probably the most meta film ever, but it is lacking. I had an excellent time wat..."
15-Jan-22,5,"Amazing. Thank you, Marvel Studios."
15-Jan-22,5,"Honestly, this movie is fucking epic. An incredible conclusion to one of the best franchises ever. A..."
14-Jan-22,4,Epic finale with a good but flawed stroy in a very emotional rollercoster.
14-Jan-22,5,Its sad but they paved the way.
13-Jan-22,5,The Russo Brothers have knocked it out of the park yet again.
13-Jan-22,5,What a satisfying and awesome conclusion to the infinity Saga this movie was. It was truly an incred...
13-Jan-22,5,es un evento irrepetible
13-Jan-22,5,One of the most beautiful movies ever written.
13-Jan-22,5,"Emotional, clever, and unpredictable, The Russo Brothers delivered a flawless finale."
12-Jan-22,4.5,It's Endgame. Huge payoff for the MCU
11-Jan-22,5,Just a sick ending to the infinity saga!
11-Jan-22,2.5,Some great seens stuck within a problematic plot tainted by failures of past movies that carried ove...
11-Jan-22,2.5,"This movie was oversold and under dilvered, let down by sloppy character arcs and poor writing."
11-Jan-22,5,Always the best marvel movie
10-Jan-22,5,"This is how you do a superhero movie. It's smarter than most people give it credit for, and it's not..."
09-Jan-22,5,Great ending of great epoque.
08-Jan-22,2,"Could have been so much better but it was disappointing. 3hrs too long, boring expected flashbacks, ..."
08-Jan-22,3,Too many characters and story lines that the movie can't focus enough on any of them.
07-Jan-22,1.5,Bad guy beat good guy for the 100000th time!
06-Jan-22,5,The first hour is a profound study of how each of the characters deal with the snap. The second hour...
05-Jan-22,2.5,I waited this for a YEAR!!! and what a deception. This is the end of the MCU for me. 4/10
05-Jan-22,5,"A must see for any superhero fan, this alongside Infinity War are some of cinemas greatest moments i..."
02-Jan-22,5,Cinematic masterpiece.
02-Jan-22,0.5,It is the worst of the worst. Three full hours of ridiculousness. I would never forget the scene whe...
01-Jan-22,4,Endgame brings out so many extravagant and long-winded comic book movies to weld together a time hei...
01-Jan-22,0.5,"Not a movie. Not a plot. Only a recap, cheap emotional moments and fanservice."
31-Dec-21,5,"An epic capoff to all the buildup of the MCU since 2008, great story building in the first half, and..."
31-Dec-21,2,"Not a fan, hated what they did with Thor and the Hulk, in the beginning where it should be serious t..."
31-Dec-21,5,Here hava taco. ( snap )
31-Dec-21,5,"Honestly, an epic movie, for fans and the general public. The development of all characters, CGI, sc..."
30-Dec-21,5,"Filme incrível, cativante, emocionante e histórico! A Marvel mais uma vez nos impressionando com seu..."
30-Dec-21,5,"Filme emocionante, com tons cômicos,envolvente e surpreendente !!! Vale demais assistir !! O melhor ..."
30-Dec-21,5,"I love this movie, it is so captivating and scary."
30-Dec-21,5,An incredible ending to an incredible franchise. This movie got so much right that the flaws do not ...
29-Dec-21,4,"It didn't live up to Infinity War, but it still was a satisfying and awesome conclusion to over a de..."
29-Dec-21,5,Absolute masterpiece
28-Dec-21,5,Amazing one of the best superhero films of all time.
28-Dec-21,5,Esse sim é o melhor filme da Marvel do mundo com ótimo vilão ótima história motivação e emocionante
28-Dec-21,5,Perfect follow up for endgame
28-Dec-21,5,"Top3 MCU movie of all time. Such a payoff for all our favourite hero’s characters, Thanos actions fr..."
28-Dec-21,2.5,"Que final tan burdo para cerrar la saga esperaba más, el guión deja mucho que desear de una saga tan..."
27-Dec-21,0.5,"Una película muy sobrevalorada, pésimo argumento, muchos huecos argumentales y sumamente aburrida 🥱🥱..."
27-Dec-21,4.5,"I like the movie, it´s really entertaining, and it´s very shocking"
26-Dec-21,5,Just sick! Great ending to the infinity saga!
26-Dec-21,5,Worth the wait. They tied all the various characters together so well.
25-Dec-21,5,Great movie good editing and acting and the story is so good and the movie took it time to show the ...
25-Dec-21,5,"I've never seen a film successfully pull of an ending to such an ""era"" of characters like this movie..."
24-Dec-21,5,"This is by far my favourite Avengers film, I love the story, all the callbacks to other films, and t..."
24-Dec-21,5,"Besides NWH, the greatest cinematic event ever! NWH tops it for me, but this was the movie that blew..."
24-Dec-21,5,Best way to end this long journey and begin a new one
24-Dec-21,3.5,A satisfying conclusion to the infinity saga and closure for two MCU heavyweights. Tony has a compel...
24-Dec-21,5,The best superheroes movie..
24-Dec-21,5,"This movie is a complete Marvel climax, incredibly well developed plot, very nice dialogs, funny at ..."
24-Dec-21,4.5,"The fight choreography are mostly blunt and unmemorable, but no one can deny it definitely filled wi..."
23-Dec-21,4,Was throughly impressed on how fast the action started which is understandable considering how every...
23-Dec-21,5,"what can I say, it was incredible!"
23-Dec-21,5,This is my 2nd favorite marvel movie had great scenes tons of action comedy and hope and man the end...
23-Dec-21,5,It's an amazing end to the infinity saga
22-Dec-21,5,Sacrifice is the word that comes to mind and was a theme that was played out more than once in this ...
22-Dec-21,2,"o filme é muito enrolado e ,nossa buraco d+ na historia ."
22-Dec-21,4,"Great, tons of fan service for MCU fans comic readers and casual fans alike. Amazing plot and sad mo..."
21-Dec-21,4.5,Great movie with great story! I super recommend if you like super hero movies
21-Dec-21,5,Nailed it. Seminal moment in movie history.
21-Dec-21,5,"AMEI DEMAIS, ROTEIRO INCRIVEL!! Eu realmente me perguntei no cinema como alguém conseguiria fazer is..."
21-Dec-21,5,Masterpiece. They wrap up in incredible fashion
21-Dec-21,4,good movie but very long
19-Dec-21,3,"Avengers: Endgame, a movie made as a sleeping pill, and it is totally boring. The story is very good..."
19-Dec-21,5,Beautiful culmination of Marvel. Epic
19-Dec-21,5,the best final battle in te ucm and historic moment in the film industry
19-Dec-21,4.5,"There's nothing really exceptional about the plot of this movie. It's a basic three-point plot, that..."
19-Dec-21,5,rare! Worth watching
19-Dec-21,5,Talk about a film living up to the hype. This movie wrapped up over a decade of marvel storylines in...
19-Dec-21,5,Um filme que já assisti 5 vezes e consegui chorar e me emocionar todas elas.
18-Dec-21,5,Amazing perfect end for this phase of the MCU
18-Dec-21,5,10 years of memories have led to this glorious movie and it couldn't be better. It wraps up this cha...
18-Dec-21,5,JUST idk what to say an epic blockbuster with so much drama.
18-Dec-21,5,Miglior film del mcu
18-Dec-21,4.5,"Such a wonderful ending to a thrilling saga. This movie left audiences absolutely speechless, especi..."
17-Dec-21,5,A real modern classic.
17-Dec-21,4,"Very good, the movie is really nice."
17-Dec-21,5,"O que eu posso dizer? o sentimento, a atmosfera, tudo que a neste filme é perfeito. O titulo está er..."
17-Dec-21,5,"This movie is the only movie No Way Home did not beat in my mind. After 7+ rewatches, including many..."
17-Dec-21,4.5,"It's not as good as the first part of the movie. Thanos becomes""feels"" like a subplot of the story a..."
17-Dec-21,5,The best movie I've ever seen.
17-Dec-21,5,"The greatest end of all time, very good movie very emotional, good eng for great characters and good..."
17-Dec-21,5,"My favorite movie of all time… they Russo brothers simply nailed it, fantastic story, amazing fight ..."
16-Dec-21,5,A heartbreaking film which will leave you in tears no matter how many times you watch it but a great...
16-Dec-21,5,The definition of an absolutely perfect 10/10 film. Avengers Endgame is an expertly crafted clear an...
16-Dec-21,5,"I got a chance to see this movie on first day first show in Pune, India. It was one of the most amaz..."
16-Dec-21,5,Avengers endgame is the perfect way to cap off the infinity saga within the MCU. Not only does it br...
16-Dec-21,5,"THIS MOVIE IS EPIC ! The VFX, Musics, and actions are amazing. There also some small details that ma..."
16-Dec-21,5,Avengers Endgame is the perfect conclusion to the Marvel Cinematic Universe. If it were the final mo...
16-Dec-21,5,Amazing film considering the build up for the story for over a decade. Amazing.
15-Dec-21,4.5,4/5 on the extraordinary scale. On the normal scale it is a 15/10.
15-Dec-21,5,Perfect movie and perfect ending tribute to captain America and iron man
14-Dec-21,5,"A Masterpiece! I absolutely loved everything about that movie, and have watched it over and over aga..."
14-Dec-21,5,"Fantastic culmination of MCU storylines! Acting is outstanding and although the movie is long, no sc..."
11-Dec-21,3,"Nothing much to see here, just a return to the usual Marvel-movie quality level. It's good to see th..."
10-Dec-21,5,AMAZING I LOVED THE PART WHEN SHARK BOY 360° NO SCOPED MARIO JUDA WHILE LEBRON JAMES DUNKED ON THANO...
10-Dec-21,5,PERFECT. I mean everything about this movie is beyond perfection.
09-Dec-21,4.5,"Intense, enthralling, and emotionally fulfilling in all the right ways, Avengers: Endgame is a cultu..."
07-Dec-21,5,The final movie of the Infinity Saga is the best cinecomic I've ever seen. It manages to culminate t...
07-Dec-21,3.5,"This is a great vehicle for fan service and all the commercial success that comes with that, but it ..."
05-Dec-21,5,"Fantastic Movie, probably my favourite Marvel movie"
04-Dec-21,2.5,Watching MCU films starts to feel like more of a chore than a pleasure. This is a rather disappointi...
03-Dec-21,5,Greatest movie of all time!
01-Dec-21,5,"sin comentarios, la mejor pelicula de superheroes echa por el hombre"
01-Dec-21,0.5,"Movie is totally predictable, and I actually fell asleep halfway through. I woke up to see the true ..."
01-Dec-21,4,The all awaited ending… it will always be iconic.
30-Nov-21,4,This happened to my buddy Eric
30-Nov-21,5,10/10...............
28-Nov-21,5,Good closure for some of the superheroes. Perfect! Lovely! Poetic!
28-Nov-21,5,"""Love You 300"", ""Avengers Assemble"" and ""Whatever it takes"" This movie is the gorgeous end of a ten ..."
27-Nov-21,4,"Though I feel that Avengers Endgame is carried by its load of fanservice at times , and that this mo..."
26-Nov-21,5,Absolutely worth the elongated time to watch this film: there probably won't ever be another quite l...
26-Nov-21,5,"Taaaa tata ta, taaaa tataaaa taaaa (Ave gers score)"
23-Nov-21,5,The final battle and defeat of Thanos was catharsis.
23-Nov-21,4.5,The BEST movie in the Marvel Universe thus far. Big budget action filmmaking doesn't get much better...
22-Nov-21,5,"la mejor película de Marvel ala fecha, emocionante, épica, y buena"
21-Nov-21,5,"From start to finish, Endgame is an intriguing conclusion to the Avengers series."
21-Nov-21,5,My favorite marvel movie of all time it made me cheer and yes made me cry but still the most beloved...
21-Nov-21,2.5,"The long-awaited conclusion to the Infinity Saga, Avengers: Endgame sadly fails to live up to its pr..."
20-Nov-21,0.5,nonsense for children and loners
20-Nov-21,5,"vaya final de una era un final a la altura Marvel y los vengadores, esta sera una pelicula de culto ..."
18-Nov-21,5,Best Superhero movie of all time.
18-Nov-21,5,So nice i saw it twice in two days. Epic ending to a universe i am so sad to see go but so excited t...
18-Nov-21,5,"I love this, a remarkable cinematography and the story at this Marvel Studio is so dynamic and beaut..."
16-Nov-21,4.5,It is the movie that I expected to see after 21 episodes that were shaping a great saga on the way. ...
16-Nov-21,2,"I've always liked Marvel comics and followed the movies somewhat as a result, never really following..."
16-Nov-21,3,"A fine film that, in my eyes, feels very overrated. The comedy feels more forced, the story is just ..."
15-Nov-21,5,After much thought I have come to the conclusion that this is my Favorite Movie of All Time. It's 3 ...
15-Nov-21,4,"A truly fitting end to a MOSTLY great Thanos Saga...Outside of a few hiccups Ultron, Thor -DarkWorld..."
15-Nov-21,3.5,entertaining that's about it.
14-Nov-21,5,This is how you end the phase 1 storyline!
14-Nov-21,2,"Just watched to get it over with. At times it seems like a bad sitcom, at others as another repetiti..."
13-Nov-21,0.5,Una gran salto atrás en lo que finalmente había sido un avance en un universo que literalmente tiene...
12-Nov-21,5,Wonderful! I enjoyed just about every minute of it. The forced scene of all the women together in on...
12-Nov-21,3.5,3 1/2 stars for being a great film. - 1 1/2 for that stupid scene in the middle of the battle. You k...
12-Nov-21,0.5,"Trash as all other MCU movies story has little bit hype but russo brother made worst fight scenes ,s..."
12-Nov-21,5,incredible! 2nd best mcu movie its an amazing end to the infinty saga. dramatic incredible action an...
11-Nov-21,5,Absolutely 10/10 movie. Great conclusion to a well elaborated saga. It' s basically a great narrativ...
10-Nov-21,5,"best movie i have ever seen, i realy liked how we could see how the snap damaged the emotion of the ..."
09-Nov-21,5,"Encerra uma etapa da saga com chave de ouro. Mescla suspense, comédia, aventura, ação e drama com ma..."
09-Nov-21,5,"The end of the Infinity Saga? No, its the end of the MCU more than 10 years of stories and character..."
09-Nov-21,5,"I was very surprised with how they came up with Infinity War, and I must say that Endgame provides u..."
09-Nov-21,4.5,"A very fun movie, This is a very fun movie to watch but it went a little big too long but that's fin..."
09-Nov-21,5,"The trailers had me so hyped, and kept me guessing as to how they will play out the film. Saw this m..."
09-Nov-21,5,This is a Marvel movie!
08-Nov-21,5,epic epic epic epic epic
08-Nov-21,4.5,Love this film! All the heroes joining forces! :D
07-Nov-21,4.5,"Not a perfect masterpiece, but Avengers: Endgame is a very satisfying conclusion to Marvel's Infinit..."
07-Nov-21,5,The best final fight i ever saw!!
07-Nov-21,5,it made me cry and was so amazing!!!
07-Nov-21,5,Marvel Studios' magnum opus. The culmination of all the storytelling over 10 years had the weight of...
06-Nov-21,5,absolutely loved this movie even though I to see some omy favorite characters go.
06-Nov-21,4.5,The most ambitious film from the Marvel studio
06-Nov-21,5,Non ho niente da dire a proposito di questo film è solo una figata assurda venuto benissimo
06-Nov-21,5,Best superhero movie yet. it's gonna be hard to top this one. This is the one movie that can give me...
06-Nov-21,4.5,"Probably the last good Marvel movie made. No Way Home might turn out decent, but otherwise nothing s..."
06-Nov-21,5,"Emotional impact on MCU fans, amazing action, best crossover movie ever. Cant say much but you can o..."
05-Nov-21,5,The greatest of all time
05-Nov-21,5,Avengers Endgame is a masterpiece and a beautiful conclusion to the first 3 phases of the MCU... The...
05-Nov-21,5,It's the Best! And the Best! And the Best! 🔥🔥🔥🔥🔥🔥🔥🔥
05-Nov-21,5,The best ever conclusion to the infinity saga. Powerful - very. Emotional - very very. Epic - very v...
05-Nov-21,4,"Great film, but......What did you do to THANOS!!! Thanos in infinity war was amazing. He wasn't evil..."
05-Nov-21,4.5,"En revoir. Une aventure, une saga, une histoire qui s'achève."
04-Nov-21,5,Best film if u want to see epicness
04-Nov-21,5,What an epic ending to the most anticipated movie and 10 year series of fantastic movies
03-Nov-21,0.5,Eu acho que fazer personagem fortes parecerem fracos não tem sentido em ambos os filmes.
03-Nov-21,5,what an emotional journey. great way to close the infinity saga
30-Oct-21,3,"Contrary to the infinity end game which really makes me sleepy, the marketing team and infinity infl..."
29-Oct-21,4,"Emotional, action-packed and overall satisfying. “Endgame” has some of the best moments in the MCU a..."
29-Oct-21,4.5,Such a wonderful and heroic movie. But because the time is quite long and the story is not really ea...
26-Oct-21,4,Thoroughly enjoyable. Enjoyed Infinity War more
25-Oct-21,5,"5 stars, enough said"
21-Oct-21,5,"Sex, but in movie form."
18-Oct-21,4.5,"It's not an amazing movie, but I thoroughly enjoy it. The time travel stuff was badass, the final ba..."
14-Oct-21,5,It's only the greatest superhero movie ever made.
11-Oct-21,5,Amazing. No words. RDJ is perfect.
10-Oct-21,5,Best conclusion to a story ever
06-Oct-21,4.5,An epic movie with only a few story problems here and there but I had a great time watching it.
02-Oct-21,4,I found it to be all it was hyped up to be. Since I'm a fan of the franchise there is no surprise th...
01-Oct-21,4.5,A fitting conclusion masterfully weaved by the Russo Bros and Markus and McFeely. Well done.
30-Sep-21,0.5,roteiro e historia medíocres
28-Sep-21,5,The greatest marvel movie ever made!!!
25-Sep-21,2,"Luego de una película atrevida e interesante, Marvel vuelve al status Quo, es como ver un capítulo d..."
